,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
216,13.440449476242065,0.3403485609365941,0.23876464366912842,0.027956852684403975,entropy,95,2,0.8911127949256819,0.8908745192788826,0.8917513736591038,0.8898975891270057,0.8909090692476684,0.0006661956559909087,211,0.9999872919251304,0.9999984114906413,0.9999888804344891,0.9999984114906413,0.9999932488352254,5.193113824087315e-06
224,13.568429231643677,0.245816648532568,0.2268432378768921,0.03699563929508115,entropy,100,2,0.8905599954251076,0.8911270914644898,0.88979751335535,0.8917609046849758,0.8908113762324807,0.0007232549055761248,212,0.9999952344719238,1.0,0.9999984114906413,0.9999968229812826,0.9999976172359619,1.7760074544947851e-06
184,13.941943943500519,0.41020928365780945,0.22248947620391846,0.01075758731085184,entropy,75,2,0.8901882854161007,0.890112037209125,0.8922755800820621,0.890097740670317,0.8906684108444013,0.0009285377556949327,213,1.0,1.0,1.0,1.0,1.0,0.0
144,13.91102159023285,0.3844553376131117,0.24300861358642578,0.021206878895272434,entropy,50,2,0.8887729280741132,0.8902359405454606,0.8930332966388838,0.8905552299121716,0.8906493487926573,0.0015316597850880019,214,0.9999920574532065,0.9999952344719238,0.9999872919251304,1.0,0.9999936459625651,4.6312608275524945e-06
208,13.66763174533844,0.7699223111148064,0.20794492959976196,0.003983571237801969,entropy,90,2,0.8899261822046216,0.8910222501798981,0.8901882854161007,0.8909126433823704,0.8905123402957478,0.0004660588814542525,215,1.0,1.0,1.0,0.9999952344719238,0.999998808617981,2.063534188199559e-06
128,13.192114114761353,0.5070292575022376,0.2033613920211792,0.017646458147020174,entropy,40,2,0.8915035669864326,0.890436092088772,0.891050843257514,0.8888015211517292,0.890448005871112,0.0010233127640159418,216,0.9995155046455956,0.9997664891242707,0.9997490155213249,0.9997124798060748,0.9996858722743165,0.0001002736702748509
136,13.010873138904572,0.462794576757135,0.1823509931564331,0.015116777510742816,entropy,45,2,0.8899643063081095,0.8897784513036061,0.8908268641495227,0.890717257351995,0.8903217197783083,0.0004567564537727893,217,0.999972995340902,0.999893569872967,0.9999269285694997,0.9999475791911628,0.9999352682436329,2.9082630461665967e-05
200,13.991625845432281,0.5283395954561094,0.25554704666137695,0.05135480562793597,entropy,85,2,0.8896402514284625,0.890741084916675,0.8894115068075352,0.8909841260764102,0.8901942423072707,0.0006786998534991382,218,1.0,0.9999968229812826,0.9999952344719238,1.0,0.9999980143633016,2.063534188199559e-06
232,13.558835506439209,0.37386652769045875,0.21207481622695923,0.026375262691401825,entropy,110,2,0.8882916112675788,0.8905695264509795,0.8904694506793238,0.8912605258266973,0.8901477785561449,0.001114103645637662,219,1.0,1.0,1.0,1.0,1.0,0.0
168,13.478878736495972,0.21950308169796873,0.24024391174316406,0.020922774003208675,entropy,65,2,0.8900357890021492,0.890726788377867,0.889802278868286,0.8899881338727894,0.8901382475302729,0.00035081588165033394,220,1.0,0.9999793493783369,1.0,1.0,0.9999948373445842,8.941981482101941e-06
176,14.421857833862305,0.8203767106133062,0.2590436339378357,0.043679698442122036,entropy,70,2,0.8894067412945993,0.890750615942547,0.8899928993857253,0.8902502370842685,0.890100123426785,0.0004842391969473958,221,1.0,1.0,1.0,1.0,1.0,0.0
160,15.06463897228241,0.7634973970152205,0.25211286544799805,0.0882499378915255,entropy,60,2,0.8908078020977788,0.8893733827040473,0.8904742161922599,0.889482989501575,0.8900345976239152,0.000618988355085057,222,0.9999984114906413,1.0,0.9999984114906413,1.0,0.9999992057453206,7.942546793593408e-07
152,13.465970575809479,0.31013859184312775,0.21596097946166992,0.02180770150400997,entropy,55,2,0.8887776935870493,0.8890540933373363,0.8898261064329659,0.8918037943013997,0.8898654219146878,0.0011832413312427607,223,1.0,1.0,0.9999968229812826,1.0,0.9999992057453206,1.3756894587997057e-06
96,10.597197949886322,0.10144479974307012,0.2562839388847351,0.03747784504348752,gini,95,2,0.8898880581011337,0.8890064382079765,0.8896688445060784,0.8897546237389261,0.8895794911385287,0.00033994804148580185,224,0.9999984114906413,1.0,1.0,1.0,0.9999996028726603,6.87844729399853e-07
80,9.025928974151611,0.12805982123435317,0.2003229260444641,0.005037771404068489,gini,85,2,0.8874576465037814,0.8896688445060784,0.8894782239886391,0.891703718529744,0.8895771083820607,0.0015027294345141223,225,1.0,1.0,1.0,0.9999968229812826,0.9999992057453206,1.3756894587997057e-06
112,9.669486284255981,0.12836242677147805,0.20707577466964722,0.0060422110009584785,gini,110,2,0.8880390390819716,0.8896354859155265,0.891050843257514,0.8895306446309349,0.8895640032214868,0.0010656490382217447,226,1.0,0.9999984114906413,1.0,1.0,0.9999996028726603,6.87844729399853e-07
72,9.527964353561401,0.09552500208285133,0.2012537121772766,0.008439052531946526,gini,80,2,0.8897403272001182,0.888548948966122,0.8886585557636496,0.8898975891270057,0.8892113552642239,0.0006113709215755152,227,0.9999936459625652,1.0,1.0,1.0,0.9999984114906413,2.7513789175513377e-06
64,9.161006093025208,0.37101802607688644,0.19354283809661865,0.009392088488319683,gini,75,2,0.8895354101438708,0.8868571918738474,0.8892923689841357,0.8909174088953065,0.88915059497429,0.001461977410668908,228,0.9999936459625652,1.0,1.0,1.0,0.9999984114906413,2.7513789175513377e-06
192,13.380875766277313,0.6858891806472203,0.20619416236877441,0.034858966205306555,entropy,80,2,0.8886776178153936,0.8890874519278883,0.8912462292878894,0.8875529567625011,0.8891410639484181,0.0013389792854478083,229,1.0,0.9999841149064129,0.9999920574532065,1.0,0.9999940430899048,6.585611898497211e-06
0,7.158821940422058,0.6284757092871728,0.14156067371368408,0.006647085813144191,gini,30,2,0.8890922174408242,0.8896211893767185,0.8882630181899629,0.8894496309110231,0.8891065139796323,0.0005230462530180367,230,0.9936141923780144,0.9931678212482189,0.9942464191027781,0.9943909734544201,0.9938548515458578,0.0004926152954928082
120,14.395055532455444,1.0561504658008232,0.2794126272201538,0.028447576440481438,entropy,30,2,0.8886919143542015,0.8901549268255489,0.8896783755319504,0.8878817771550841,0.8891017484666962,0.000880053610421001,231,0.9920796923375074,0.9922877870634975,0.993258366281665,0.9909169034869368,0.9921356872924016,0.0008324830107482116
40,9.497182488441467,0.19260655829537707,0.20804309844970703,0.016028926640387204,gini,60,2,0.8892923689841357,0.889783216816542,0.888548948966122,0.8880962252372034,0.8889301900010007,0.0006518570237766994,232,1.0,1.0,1.0,1.0,1.0,0.0
56,10.58596956729889,0.31656132407940296,0.23380959033966064,0.015039267755612547,gini,70,2,0.8880819286983954,0.8885918385825459,0.8876435015082849,0.8908935813306266,0.8888027125299631,0.0012529464960560894,233,1.0,1.0,1.0,0.9999904689438478,0.9999976172359619,4.127068376351044e-06
16,7.52453351020813,0.6165735114077527,0.16241776943206787,0.038459745316647705,gini,45,2,0.890107271696189,0.8877102186893886,0.8880676321595875,0.8889397210268727,0.8887062108930095,0.0009242945452174828,234,0.9999634642847498,0.9999904689438478,0.9999936459625652,0.999941225153728,0.9999722010862226,2.1385961735755625e-05
104,10.776106536388397,0.429285395114384,0.27980196475982666,0.022272441388245752,gini,100,2,0.8889730796174247,0.8884250456297864,0.8880628666466515,0.8887300384576894,0.888547757587888,0.0003406987649886337,235,1.0,1.0,0.9999714068315434,1.0,0.9999928517078859,1.238120512905313e-05
32,12.344905495643616,0.7892360714295672,0.25635474920272827,0.02087723738400856,gini,55,2,0.8874290534261655,0.8879341977973799,0.8890636243632083,0.889163700134864,0.8883976439304044,0.0007388034123475957,236,1.0,0.9999968229812826,1.0,1.0,0.9999992057453206,1.375689458799706e-06
48,11.115899085998535,0.7844100078314591,0.3029778003692627,0.052731285438454484,gini,65,2,0.8878817771550841,0.8876244394565409,0.8890350312855925,0.8889826106432966,0.8883809646351285,0.000634684880169659,237,1.0,0.9999936459625652,0.9999984114906413,0.9999968229812826,0.9999972201086222,2.3494370255528083e-06
8,7.911563754081726,0.18819439668695548,0.17483919858932495,0.03825742228514677,gini,40,2,0.8899261822046216,0.8873718672709338,0.888205832034731,0.8878484185645322,0.8883380750187047,0.0009634434980496443,238,0.9995059735894434,0.9999348711162932,0.9998570341577168,0.9998379720454124,0.9997839627272165,0.00016455070876549455
24,7.865247905254364,0.7230664457463435,0.15316569805145264,0.02971932705288288,gini,50,2,0.888834879742281,0.887600611891861,0.8863854060931848,0.8900834441315091,0.888226085464709,0.0013783803383525589,239,1.0,1.0,0.9999984114906413,0.9999952344719238,0.9999984114906413,1.9455186902482472e-06
88,9.74443781375885,0.32574250595085386,0.2136775255203247,0.011189662615491586,gini,90,2,0.8861900200628094,0.8874099913744216,0.8880247425431637,0.8886966798671375,0.887580358461883,0.0009227291720696791,240,0.9999984114906413,1.0,1.0,0.9999984114906413,0.9999992057453206,7.942546793593408e-07
