03/28/19_16:16:56,4.00054,0.014079099999999999,0.22597399999999998,0.0558798,1.00306,0.00385207,6.8412199999999995e-06,0.0201035,0.255639,0.112142,0.261048,58.3295,0.0605009,1.0,0.0315905,0.00134973,0.0,0.0,0,0.0,1
03/28/19_16:04:16,24.0006,0.00187467,0.0454522,0.058920299999999995,0.785568,0.00022628900000000001,1.2162e-05,0.0146857,0.0187537,0.275994,0.205411,17.0018,0.115763,2.02421,0.017049400000000003,0.00792544,1.2136,2.5766400000000003,0,0.0,1
03/28/19_16:39:54,39.3067,0.0177799,0.04015119999999999,1.57901,6.13212,0.10651400000000001,0.025968900000000003,0.24654099999999998,0.128073,0.823685,0.0921208,0.881476,2.00493,0.923161,0.537441,0.188835,0.744163,2.00553,25,0.757576,0
03/28/19_18:28:59,6.916360000000001,0.00681122,0.20575,0.12427,175.955,0.0120196,0.00202102,0.018385,0.274729,0.923798,0.15521600000000002,6.04404,0.25133,1.22696,0.139719,0.0641992,0.871084,0.556701,0,0.0,0
03/28/19_16:11:03,64.0409,0.0188353,0.602101,0.11638299999999999,48.6571,0.00503147,0.00157122,0.0425009,0.0590366,1.2524600000000001,0.08472239999999999,1.0665200000000001,1.6581599999999999,0.900487,0.37348000000000003,0.185255,0.468758,0.801393,3,0.046875,0
03/28/19_16:29:07,277.447,0.009446600000000001,0.120449,3.7619,2.8698200000000003,0.323187,0.00647142,0.0327293,0.020306499999999998,1.31361,0.0481365,0.133474,15.8288,0.12132000000000001,3.50008,0.42944,0.545207,0.302774,145,0.74359,0
03/28/19_16:44:19,5.0622300000000005,0.00631758,0.162914,0.0590683,156.137,8.0885e-05,1.6098199999999998e-05,0.00930173,0.00150554,0.313335,0.20206500000000002,130.461,0.012887899999999999,0.438125,0.00578745,0.00297377,0.0,0.0,0,0.0,1
03/28/19_17:24:56,12.01,0.010665700000000002,0.131634,0.0758923,9.17559,0.000985977,2.82036e-06,0.038591,0.054296800000000006,0.287785,0.203307,62.7862,0.061637199999999996,0.360772,0.025804,0.00170686,0.106174,0.8930379999999999,0,0.0,1
03/28/19_16:28:33,115.14,0.0009363069999999999,0.015067500000000001,0.079305,1.14052,3.55419e-05,8.84713e-06,0.00680923,0.014557399999999998,1.0561399999999999,0.184874,6.31602,0.19659400000000002,2.33803,0.0297897,0.0195445,2.81874,0.9327719999999999,0,0.0,1
03/28/19_16:10:41,126.389,0.0130401,0.549024,0.162943,201.604,0.00337798,0.000154135,0.0953875,0.036366300000000004,0.49837200000000004,0.12406199999999999,1.17829,1.8805900000000002,0.782289,0.940061,0.24269000000000002,2.76155,15.3045,14,0.11111099999999999,0
03/28/19_16:14:56,49.37,0.0180823,0.0375043,0.031574200000000004,357.705,0.00643732,0.0007512619999999999,0.044393,0.029122900000000004,0.354153,0.19900199999999998,1.24817,1.14957,0.820843,0.23467800000000003,0.074825,1.04657,5.14684,0,0.0,1
03/28/19_16:31:01,7.18651,0.013265,0.0994413,0.208238,284.913,0.137158,0.00910717,0.328708,0.0161134,0.539922,0.178287,3.43399,0.6020260000000001,1.87317,0.22513699999999998,0.0484785,18.3723,5.70819,3,0.428571,0
03/28/19_16:35:13,49.5018,0.00300342,0.20595,0.06677419999999999,0.845284,7.87392e-05,1.00652e-05,0.00833226,0.014589099999999999,0.547263,0.13346,10.2519,0.117175,1.08391,0.0512192,0.019162099999999998,1.5065,1.03481,0,0.0,1
03/28/19_16:00:40,9.06558,0.0272272,0.11876800000000001,0.23841500000000002,56.0463,0.0321935,0.011846299999999999,0.0106943,0.310952,0.319372,0.196454,2.64122,0.512356,0.843507,0.15287,0.0998065,1.8378400000000001,1.10765,2,0.22222199999999998,1
03/28/19_15:56:03,335.559,0.00993322,0.062338199999999996,5.26774,0.446539,0.600605,0.00962604,0.0594548,0.14613900000000002,0.872265,0.0738798,0.0805207,24.9272,0.182846,4.27466,0.48528599999999994,0.392951,0.293275,180,0.8450700000000001,0
03/28/19_16:10:16,353.31199999999995,0.00291416,0.00580486,0.060904099999999996,2.76998,0.000396985,5.47054e-05,0.020964700000000003,0.0355082,0.413472,0.16056099999999998,0.82929,2.0342599999999997,1.26072,0.433642,0.126712,1.17238,0.5602010000000001,0,0.0,1
03/28/19_16:03:54,12.1358,0.0151762,0.13913,0.525339,198.106,0.193055,0.0033055999999999997,0.3231,0.0906271,0.22021,0.300333,2.46927,0.9464959999999999,6.51506,0.482113,0.05923490000000001,11.2808,1.40584,2,0.166667,0
03/28/19_16:21:56,27.451,0.00539073,0.0529447,0.0162905,1.3222200000000002,0.00033624,3.3792500000000003e-06,0.00544528,0.00606977,0.562403,0.31361700000000003,11.6984,0.128628,0.874898,0.0663276,0.00691951,0.734025,1.37719,0,0.0,1
03/28/19_16:13:17,6.17577,0.00743771,0.23960900000000002,0.171152,189.905,1.63151e-05,1.39274e-06,0.00265456,0.00880126,0.507601,0.339525,458.653,0.00435339,1.51436,0.0044418999999999995,0.000950942,1.83955,12.714,0,0.0,1
03/28/19_16:04:45,6.62322,0.00777492,0.159081,0.12358,2.41201,0.0005242140000000001,1.9241199999999998e-05,0.044888,0.0687086,0.377164,0.257352,84.5553,0.0235318,0.553239,0.0163584,0.00197259,0.309805,0.219369,0,0.0,1
03/28/19_16:53:48,153.855,0.00215736,0.012924000000000001,0.0599196,3.83155,6.77802e-05,3.04769e-05,0.00638972,0.00455784,0.340107,0.131143,3.89028,0.3987,0.956743,0.0669022,0.041833800000000004,0.7460829999999999,0.881598,0,0.0,1
03/28/19_16:01:55,25.366999999999997,0.00391981,0.04118630000000001,0.11258800000000001,2.62043,0.00107063,0.000314122,0.0156457,0.0615972,0.776134,0.201053,7.7115,0.23186500000000002,0.198552,0.0705242,0.0460137,0.10800799999999999,1.35497,0,0.0,1
03/28/19_15:59:16,22.3283,0.00642118,0.205702,0.049835000000000004,48.1705,0.000358033,2.02892e-06,0.00413306,0.00897598,0.21961999999999998,0.16409400000000002,37.2012,0.08574069999999999,0.674084,0.043772900000000003,0.00462698,0.542461,0.861524,0,0.0,1
03/28/19_15:58:37,730.794,0.00401799,0.00238932,0.07787039999999999,0.286835,0.00030268,3.74264e-05,0.008833200000000001,0.014852200000000001,0.38917199999999996,0.08914839999999999,0.425069,3.54696,1.27065,0.577322,0.165655,1.36344,0.32518600000000003,1,0.00136799,1
03/28/19_16:21:14,53.7736,0.00398406,0.046251099999999996,0.0256341,0.115176,0.000154905,6.6036e-06,0.00360783,0.00174941,0.31104899999999996,0.177348,8.15643,0.17316199999999998,1.8064,0.0462805,0.00936768,1.2238200000000001,0.7136640000000001,0,0.0,1
03/28/19_17:14:07,39.2549,0.00103676,0.0345888,0.0419649,181.345,4.70007e-05,6.659119999999999e-06,1.38255e-05,0.0182547,1.23584,0.323675,21.1911,0.0828746,1.1897,0.0142222,0.00529533,0.663342,1.80437,0,0.0,1
03/28/19_16:13:36,70.1956,0.017369799999999998,0.352173,0.585147,0.494558,0.026361400000000004,0.00166202,0.198741,0.50227,0.967676,0.055175800000000004,1.22318,1.73275,8.040389999999999,0.442862,0.12561,12.3993,0.787384,16,0.25,0
03/28/19_16:11:02,32.086999999999996,0.015656299999999998,0.275511,0.723114,111.462,0.0208158,0.0009118889999999999,0.10831099999999999,0.161102,0.561096,0.119844,1.3488,1.02807,0.812337,0.6580560000000001,0.105557,0.8766219999999999,2.46696,10,0.3125,0
03/28/19_17:26:48,21.4229,0.0368175,0.0842285,0.377508,20.6149,0.036885,0.0237317,0.138445,0.205898,0.588952,0.174778,1.3501299999999998,1.04722,1.43194,0.268392,0.219264,0.682108,0.471811,6,0.28571399999999997,0
03/28/19_16:25:39,53.2379,0.00545537,0.0284101,0.088286,2.72145,0.00141546,1.90522e-05,0.0043866999999999995,0.028738299999999998,0.552976,0.105324,3.9784800000000002,0.46032399999999996,1.34571,0.12629500000000002,0.0202428,1.2626899999999999,0.459433,0,0.0,0
03/28/19_16:05:41,47.4574,0.00388674,0.0989318,0.028758,255.822,0.000370165,6.2833e-05,0.00762613,0.00551917,0.394468,0.22484899999999997,5.051419999999999,0.268577,0.670852,0.11379500000000001,0.043409699999999996,0.409513,1.6530200000000002,0,0.0,1
03/28/19_16:22:36,82.8895,0.014174,0.107146,0.745959,5.59283,0.00857177,0.00158654,0.0743424,0.113902,0.5444939999999999,0.07541239999999999,1.82972,1.73288,1.47898,0.655342,0.302962,1.36424,0.634217,26,0.317073,0
